                User   Dropout    Non_Dropout            IPI
       DREAMdingding         6              0      -3.666667
           ChinFuLiu         7              2      -2.888889
            SteveSue         1              0      -4.000000
          WangYiZhen        10             30       0.350000
         101D0337382         2              4      -2.000000
            qwe60637         1              0      -4.000000
         gary1225666         1              0      -4.000000
           IciangUmi         1              0       0.000000
         123D0291264        14              0      -3.428571
           JanetTsai        39             47      -1.883721
         104D0337908         4              0      -2.500000
          ShinYiWang         0              1      -4.000000
         Kangxiaoyan        39             17      -3.000000
                pipi         1              2       0.000000
            howard17         1              0      -6.000000
       HannibalHsieh         7              7      -2.428571
              YuMing         4              1      -3.600000
            XueRuTai         1              0      -4.000000
           linchu091         2              0      -4.000000
          louis60313         1              0       0.000000
          kiemlive25         9              3      -2.166667
      danner04290429         1              0       0.000000
           ivylee000         4              1      -2.800000
            Hong-Yin         8             12      -0.500000
          paloma9999         2              0      -1.000000
             Johnlyy         8             14      -1.545455
       VeronicaChang         9              9      -1.666667
          Wei-AnChen         2              0      -1.000000
         132D0353561         1              0       0.000000
          JordanChen         8              7      -2.533333
           zephyrljl         1              1       1.000000
         136D0410864        19             11      -0.866667
           AnnieChen         1              0      -4.000000
         rexthomas51         3             20      -2.956522
            zxc41329         0              6      -2.000000
             ivy7909         1              0      -4.000000
          AnnieChang         1              8      -2.000000
            cidergun         1              0      -4.000000
               Pocky         7              5      -1.333333
            bf102025         4              2      -1.000000
         235D0395482        25              6      -2.451613
         MeilanTzeng         3              1      -2.500000
          amyhua9271         0              3      -2.666667
         101D0372701         1              0      -4.000000
              poette         1              1      -4.000000
             ElvisRZ         2              0      -4.000000
             pearlle         1              2      -2.000000
              hao-en         0              1      -4.000000
          cchs111141         5              3      -1.000000
          cchs112012         2              6      -0.750000
          stupidwolf         1              0      -4.000000
           104602035        35             38      -0.520548
               YuanI         0              8      -4.000000
             addielu         1              3      -3.000000
               Vingo         0              1       0.000000
         131D0389688         4              0      -1.500000
              h10927         1             29      -3.800000
she01202200020002030        24              2      -0.769231
           willy8504         1              0      -4.000000
                 chk         2              1      -4.000000
             foreddy         8             26      -2.764706
           JasonJane         4              9       0.615385
             5852135        34             75      -1.119266
             Yihsein         1              0      -4.000000
         130D0491184        13              6      -2.421053
             alaulin        23             28      -1.372549
          sherryyu77         1              2      -2.000000
         alice671105         1             91      -3.934783
           Sheng_hac         2              0      -1.000000
           aasfg1234         0              1      -4.000000
           TimmyChen         5             11      -1.375000
          AndyChiang         2              1      -1.333333
              WeiLee         2              0      -5.000000
          MaggieLiao         3              0      -4.000000
       dolphinmei116         0              1      -4.000000
           JaYingLiu         3              7      -1.000000
                Edna         2             25      -3.777778
              Lilyli         1              0      -4.000000
              lsteng         2              0      -4.000000
        wwendy1201tw         1              0      -4.000000
           b15145456         2              1       0.000000
              clyang         6             14      -1.400000
              Sheryl        40              4      -2.590909
            ang77305         8              2      -1.600000
                MayQ         1              0      -4.000000
         107D0340739         6              1      -0.285714
            szx21023         4              5      -0.888889
                MARS        11             26       0.162162
             Katsura         6              4      -0.600000
          cchs111147         1              1       2.000000
                Jing         4              0      -1.000000
           yungchuan         2            108      -3.945455
          valene2016         1              2       2.000000
             rubylin         1              0       2.000000
       Shang-HaoWang         1              0      -4.000000
           stephanie        11             70      -1.925926
          zax8751420         2              1       2.000000
            m0416238         3              3      -2.333333
            D0057232         2              6      -1.250000
            m0419066         0              1      -4.000000
              rikudo         5             17      -1.454545
        andy22022099        13              1      -2.142857
          DaphneChen         4             17      -2.285714
                Matt        10              1       0.545455
             FujenCh         2              0      -4.000000
         130D0411907         3              0      -2.666667
             a82379a        33             72       0.228571
              YA-FEN        43             36      -2.050633
                YiRu         5              0      -0.800000
      ptgshWanyi1625        13             15      -0.285714
                Tom2         0              2       0.000000
          CCHS312037        10              2      -2.500000
            d0280123         2              2      -1.500000
              AnnySu         0              1      -4.000000
          candy-chun         5             24      -1.310345
          orzkng2011         2              0      -4.000000
            EchoWong         2              0      -4.000000
          cchs112140         0              3      -4.000000
         130D0491153        12             39      -2.862745
         111D0357995        13              0      -2.461538
            gino63o7         9              5      -2.428571
        0304D0487161         6              1      -1.714286
          Angela0121         1             11      -2.000000
           HanselLin         0              1      -4.000000
          cchs112020         1              1      -1.000000
              aquahu         6              6      -1.500000
             LynTasi         6             33      -3.435897
            sou-ting        19              4      -1.565217
           terngling         2              1      -4.000000
            D0127251         5             18      -0.608696
         VivianHuang         3             19      -2.636364
                Homa        12             28      -2.550000
       Hsin-hsinChiu        22             25      -1.319149
            chihlong        21             11      -1.937500
            EmmaChen         3              1       1.000000
            sunknmin         0              1      -4.000000
         235D0210353         2              0      -2.000000
         136D0463302        13              4      -2.705882
          shuhuichen         1              0       2.000000
          blackgod99         3              0       0.000000
            chioubih         5             68      -3.369863
          DendisFeng         0              8      -3.250000
           cheyu0209         4              3      -1.428571
              wan_yi         2              3      -0.800000
             Jay0202         1              0      -4.000000
                3738         7             74      -2.271605
             prophet        30              5      -1.885714
         107D0189551         3              1      -1.000000
          nozomihu24         2              0      -4.000000
         chihchih222         0              1      -4.000000
           sim821211         1              2       0.000000
            adminjin         7              0      -3.428571
            Jesschen         4              2      -1.000000
           w12241457         1              0      -4.000000
       MichaelChiang         3              8      -1.272727
            koufuntu         4             36      -2.150000
         133D0455077        15              5      -3.600000
            a6981770         3              0      -4.000000
               Boyle        14             39      -2.566038
         235D0288859         2              2      -3.000000
          CindyShyu2         2              0      -3.000000
             p476476         5             13      -3.333333
         235D0288951         7              6      -2.153846
          lee0950848         0             26      -3.153846
            hito2238         1              3      -1.000000
                zura         1              4      -1.200000
              JWTSAI         1              0      -4.000000
             eos50qd         1              2      -4.000000
          snalextsai         2              0      -1.000000
            TsungWei         2              0      -2.000000
                  LC         5              0      -3.200000
            momo1020        11              2      -1.692308
         105D0337986         9              0      -3.111111
               eaiza         0              1      -4.000000
        whitev304245        11              4       0.133333
            nomoyang         0              1       0.000000
          cchs111176         0              1       2.000000
           jason1996         1              1      -1.000000
             eschool         0              1      -4.000000
            Peng0324         2              3      -2.800000
               maggy         1              2       2.000000
         liujenny414         7             51      -1.758621
            wanchuan         9              2      -2.000000
                jumy         1              0       2.000000
              LeoLuo         7              0      -4.000000
             Rubisco         1              0      -4.000000
           mayling18         0              1       2.000000
               YWang         3              0      -4.000000
        ChiTungChang         7              4      -5.090909
         shihwei0527        33              2      -1.371429
           AEStrange         2              4      -1.333333
       chienchienliu         5             70      -2.106667
             YI-JHEN         7             15      -1.363636
        oop102703003         1              0       2.000000
              tu6986         0              4      -2.500000
          cchs111104         2              1      -0.666667
         134D0492051        15              7      -3.454545
           delight99         5             15      -0.700000
          wilsonhapo         0              2       2.000000
               junwu         4              2      -3.333333
            Hsingchi         5             25      -2.800000
             Yahaho1         2              2      -4.000000
           ccess9898        29             18       0.382979
              EmmaXU         1              0      -4.000000
              JohnYu        16             63      -2.177215
          kign301301         2             17      -3.157895
         surichensyc         3              2      -2.000000
             BessLin         1              0       2.000000
                WHHs        23             13      -1.000000
            Mountain        56             14      -2.371429
           a83886085         0              1       2.000000
              HOERIC         3              0      -2.666667
             tchjade        26             85      -2.630631
          MaggieShih         5              2      -0.571429
            D0276530         1              0       2.000000
    nataliewongkapou         2              0      -4.000000
         clothe09986        14              5      -2.526316
           104602032         1              8      -2.444444
            IrisWang         2              2      -2.500000
         wayne840805         2              0      -3.000000
           101302503        19             97      -0.948276
            abc2234t         2              2      -2.500000
                 sai        11              5      -1.375000
         101D0372732         2              2      -2.500000
         127D0350021         9              0      -4.444444
            zoehaung         6              1      -4.000000
         107D0381054         2              0      -1.000000
           u10310564         6              8      -2.857143
        pignancy2266         1              0       2.000000
         Shirley8581         0              1      -4.000000
         jenni678199         6              8       0.285714
            kanny626         5            200      -3.941463
          a037147258        22              5      -2.592593
           sdw113322         0              1      -4.000000
         104D0338101        19              0      -2.315789
           104757020        17             15      -0.437500
             LI-MING         1              0      -4.000000
          HansonChou         0              1       2.000000
            l9820633         2              2      -2.500000
            sy143612         0              3      -2.666667
          cchs311080        15              5      -3.800000
              c00ooc         1              0       0.000000
       yingchiao3634         0             10      -3.000000
          ShirlynKuo         2              1      -4.000000
        jacktung0621         2              9      -0.545455
             MINELAB         1              0      -4.000000
          bobtang414         3              4       0.000000
           Tzu-Chieh         1              0      -4.000000
           allen0115         1              6      -1.714286
          cchs112164         0              1      -4.000000
         DesmondYang        19             19      -0.789474
         101D0337658         4              0      -2.500000
              SweiYu         1              0       2.000000
            BF102006         1              2      -2.000000
              JayKuo         5              0      -4.000000
                niun         1              0      -4.000000
          KevinJheng         1              0      -4.000000
             m698927         3              3      -4.000000
             DingRay         2              2      -0.500000
            Nai-Hsin         4              4      -0.750000
               Simon         2              1      -2.666667
          ChungCheng         4             18       0.545455
            changxin         1              1      -2.000000
           ying22070         8              7      -2.533333
         132D0323705         8              0      -3.000000
       GraceChen64f3        62            176      -0.571429
         a0973106817         3              1      -4.000000
             cocoLin         1              0      -4.000000
         105D0338531         6              0      -2.666667
              WeiLun         7              0      -2.000000
          smile05014         2              6       0.000000
          cchs112199         0              1      -4.000000
         119D0343598         1              0      -4.000000
            FANG-JUN         1              0      -4.000000
              keller         3              8      -2.181818
            SedySady         8             31      -3.692308
        VanessaCheng         2              0      -4.000000
         joe22485457         3              2      -1.600000
           we10710aa         7             12       1.473684
           a86933440         5              1      -3.000000
           103703002         1              4      -0.800000
            D0289966         2              3      -0.400000
         huichuan999        16            145      -2.869565
         110D0438399        16              0      -2.875000
                jojo         0              2      -1.000000
             nmg8bgg         1              0      -4.000000
              yrchen         6              3      -2.222222
         104D0338396        14              6      -2.900000
              nn3829         5             10      -2.666667
       AmilyeLinf8a1        26             42       0.264706
               lizel         1              0      -4.000000
          love0719me         1              9      -1.800000
             tongzhi         2              2      -3.000000
            6060chen        48              5      -4.452830
        StevennChang         2              0      -2.000000
              Jordan        20              1      -0.380952
         wayne147258         1              2      -4.000000
          albertnine         9              1      -1.800000
      Chiachengchien         4              8      -1.000000
                 Jue        26             20       0.086957
         rain2314023        21              0      -3.809524
              TingGa        24              2      -3.307692
      Snoopyfighting         2              3       0.800000
              GinaWu         1              0      -4.000000
          cchs112001         3              1      -4.000000
           104602521        34             45      -2.050633
         105D0436723         1              0       2.000000
             Xiaoyun         5              2      -2.285714
           Angela888         0              2      -4.000000
            tomtooyy        50             32      -1.000000
             ziyi570         3             57      -3.233333
          KevinHuang         2              3       1.600000
              cjxdli         1              2       0.000000
         kaominchi66         4             18      -2.727273
         130D0353220         1              0      -4.000000
               Gooly         1              0      -4.000000
         127D0349875         1              3      -0.500000
              Juline         2              5      -2.571429
            YuKiWang         2              1      -2.666667
            D0207792         3              2       0.400000
             EricIao         0              3      -4.666667
            57822538         2              1      -2.000000
         a0958832333         2              0       2.000000
           caijiyuan         2              0      -4.000000
               stone         6             13      -2.421053
           naive0421         8              0      -3.750000
             ylc5168         1              0      -4.000000
            micheliu        15              1      -2.500000
               AmyCh         1              2       2.000000
         107D0340652        12              6      -2.111111
         130D0453182         5              0      -2.400000
              jimmyo         4              3      -2.000000
            snow7211         1              0      -4.000000
         104D0338012        18              1      -2.421053
           phazn0764        22              2      -2.250000
              d50308        11              2      -0.769231
              shyang         6              8      -0.428571
         En-chingLee         3              0      -3.333333
          zihyu_wang         2              0      -1.000000
         133D0453769        13              7      -1.800000
            paul6174         9              1      -3.000000
         118D0343291        18              1      -2.421053
    Hsiao-lingChiang         1              5       1.000000
             IdaTsai         5             19      -0.333333
            D0377830         9              6      -0.533333
             ttky139         2              0      -2.000000
           104602012        72             43       0.226087
              miyuki         2              0      -1.000000
            fcuguods        22             38      -1.866667
         nckufangwei         2              1       1.333333
          cchs311020         0              1       0.000000
         BirdyChiang         2              2      -0.500000
           Maybe0409         3              0       0.000000
       Ping-ChunHung         4              8      -3.166667
         WilliamChen        21              9      -3.866667
            mummy886         7              3      -2.400000
       ChadCheng0410         1              0      -4.000000
          s80115jojo         0              1       0.000000
           DQATester         4              7      -2.363636
            tsuishan         1              0      -4.000000
            chinchen        51             91      -0.281690
             annefan         2              4      -3.000000
         Steven_Wang         2              0       1.000000
                  DW         1              3      -3.000000
           Yi-JuiLin         1              0       0.000000
          HenryLiang         1              1      -2.000000
          efg2534976         1              1      -2.000000
          cchs312011         9             22      -3.354839
           lijay0202         4              1      -3.600000
            hero7193         4             78      -0.756098
         102E0468933         0              1      -4.000000
         a0912701603         4             30      -1.176471
            linlinsi         1              1      -1.000000
            FaMirror         1              0      -4.000000
         Liukungchin         1              0       2.000000
            BF102013         3              0      -4.000000
         sunrise1123         1              0      -4.000000
              chen94         1              1       0.000000
             Stephen         2              0       1.000000
           carsochan         4              0      -3.000000
         jessicayang       103             14      -2.341880
             PEISHAN         3              0      -1.333333
             hungwei         6              1      -1.714286
         s2095318104         1             20      -4.000000
          DansonChen         2              0      -5.000000
             PTGSH16        15              6      -1.428571
         tongzhichao         4              1      -0.800000
             RuthTan         1              0      -4.000000
          cchs112007         2              0       0.000000
             Aaliyah         4              3      -1.428571
          aiaaaccc23         6             24      -3.600000
     jinlanxrion4555         2              1      -2.666667
           102101016        17              1      -0.777778
        yen989729839         2              2      -1.000000
             KikiKuo         7              0      -2.285714
         leisurepink        15              6      -1.428571
        amanda351038         0             25      -4.000000
              suemei         0              1      -4.000000
             unalien         1              0       2.000000
         104D0379828         5             13      -2.444444
            roge4444         2              2      -3.000000
          cchs112196         3              4      -0.285714
       stevenmoon564         2              3      -1.600000
              sueson         0              1      -4.000000
           cheng0531         1              0      -4.000000
          cchs112041         3              0      -0.666667
             ntt2127         9             14      -0.434783
         116D0341519         3              0       0.666667
            LinHuang         1              1      -4.000000
            Endliner        11             37      -2.208333
           RachelLin         1              0      -4.000000
            cat59116         0              4      -2.500000
           linex1008         2              2      -2.500000
         124D0177381         9              0      -2.444444
        amamda168168        10             20      -1.000000
           chic_hung         0              4      -3.000000
                comi         3              2      -2.000000
            linyiwen        55             34      -0.022472
     muchiachiachang         4              0      -0.500000
            D0307938         7              9      -0.625000
                zYeN         4              2      -0.333333
         shihshe5168        22             37      -2.983051
          cchs112177         0              1      -4.000000
          cchs111053         4              1      -2.800000
           JennyJang         0              1       0.000000
               GbLin        11             18       0.206897
              a86576         0              1       0.000000
             Choochu         2              2       2.000000
         jessieHuang        33             17      -1.440000
         angel820810         1              0      -4.000000
         yuhsuan3347         2              0      -4.000000
          cchs112057         0             10      -2.400000
            BF102083         8              3      -1.818182
           Kevin0430         6              1      -2.571429
             backufo         2              1      -4.000000
         SuPlumpness         3              1      -4.000000
            g2286585        13             30      -2.465116
      louisechen1102         1              0      -4.000000
               Jerry         2             11      -0.307692
      justinchen0814         0              1       0.000000
         changyungfu        19             12      -1.935484
         121D0345131         3              0       0.666667
             Belegma         6             29      -1.085714
              Austin         3              5      -3.250000
               NickW         1              0       0.000000
         LinYenCheng         3              6      -0.888889
            WillieMa         1              0       2.000000
          cchs311258         5             30      -3.428571
            D0471512        37              7      -2.863636
            so910327         3              5      -3.000000
          cchs311063        29              4      -2.606061
           104602019        26             44      -0.542857
           NancyChen        28             31      -1.457627
            PeterHsu         2              3      -0.400000
      janechiang1177         0              4      -4.000000
           104602517         4             13      -1.176471
          cchs311066         3              8      -0.909091
             IanSeal        10              2      -2.333333
             Jackson         1              1       2.000000
           104602010        71             22      -1.612903
             hexinyi         0             21      -4.000000
             ChunWei         1              0      -4.000000
         102D0379713         1              0      -4.000000
                A104         1              0      -4.000000
         camry200210         3            115      -3.864407
        alen19970817        23             42       0.338462
            D0127592         4             20      -0.416667
         chemteacher         1              9      -4.000000
                ARNO         3              3      -4.000000
          Vanessaleu         1              0      -4.000000
            BF102066         1              0      -4.000000
           m10021002         5             12      -2.941176
         120D0345837         7              0      -2.857143
            z4797799         1             17      -3.000000
         luckycheril         0              1      -4.000000
            SJiaChen        10              3      -2.307692
           kitty0443         0              4      -2.500000
          Jing-Syuan        23             18      -0.195122
          ShuFangLiu        14             20      -1.000000
          KaoruChang         0              1      -4.000000
          paochu0122         1              2      -4.000000
            sarasate         0              1      -4.000000
        LilyChiu0808         4              5      -1.333333
            Yang0970         1              0       2.000000
              s07087         0              1       0.000000
      feliciahsu1996         8              4       1.000000
         235D0399872         5              1      -2.333333
    Huanglynnjackson        18             46      -1.843750
         janewuhouse         2              3      -2.800000
          cchs111148         2              0      -2.000000
                mk39        58             25      -1.831325
            s1022713         1              0      -4.000000
               Syuan         1              0      -4.000000
         jingwei1219         9              5      -1.000000
          cchs111192         2              3       0.800000
        MengYuanTsai         2              0      -2.000000
              JeanWu         4             11      -0.933333
            kukubaby         1              8      -4.000000
            tsaipoyi         2              2      -1.000000
            shengjie         3              0      -2.666667
          jamehuilin         1              1      -4.000000
           ShimilyLi         1             35      -3.888889
           colman423         2              3       0.800000
                 jie         4              9      -2.153846
               anton         2              3      -2.000000
         131D0452958         5              1       0.666667
            BF102065         0              3       0.000000
        jack19940925         2              5      -1.714286
                yuya         4             81      -3.952941
                 EGG         3              7      -3.400000
         119D0343172        14              0      -2.714286
            tben1230         1              0       0.000000
      Infinite111143        13             40       1.132075
           sandy0419         5              7      -0.500000
       ChengChingLin         5              5       1.000000
           a20021106         2              0       1.000000
        iamdrink2009         2              0      -4.000000
         104D0379760         0              1      -6.000000
          ChinHua027         3              6      -0.444444
         105D0409206        10              0      -3.000000
           yihli2198        11              4      -2.133333
           aaa100221         2              1      -4.000000
             chi0813         3             12      -2.666667
            zxzxaaaa         1              0       2.000000
          jian710114        21             17      -0.684211
              shutze        48             11      -3.016949
             fayduke         7              5      -2.666667
               lotus         0              6      -2.333333
            NanaChen        18             23      -0.195122
              RexLee         8              0      -2.500000
            MengJuWu         1              0      -4.000000
          cherry2015         2              7      -4.000000
         134D0455536         4              0      -3.000000
          LingYu8527         2              2      -5.500000
       energypai6401        10             42      -2.615385
         134D0455671         1              0      -4.000000
          cchs111087         0              3      -4.000000
         a0983963486         5              6      -1.454545
           jim220617         1              0      -4.000000
          JoanneKing         0              7      -3.142857
         jes758eidk2         2              2      -3.000000
            zcb2a1r4         7             11      -0.777778
          cchs111044         1              4      -1.600000
               minga        11              2       0.153846
         131D0389614         7              0      -2.285714
           jaomeiyin        12             30      -2.952381
               sally         1              0      -4.000000
               Aming         0              7      -4.000000
          cchs111241         1              1       2.000000
            D0377826         8              2       1.200000
           lisachang        18             18      -2.111111
                five         0              1       2.000000
            phoebe99         0             12      -0.666667
         rickyshih11         0              1      -4.000000
              chijen         4             62      -4.000000
                  jk         3              0      -4.000000
                gogo         1              5      -1.000000
         chuan462323         1             73      -4.000000
          waynechang         1              0      -4.000000
          cchs311018         6             29      -3.600000
       realdream1206         3              0      -1.333333
                mick         1              0      -4.000000
           squaresun         2              0      -2.000000
         sammyli8683         0              1      -4.000000
         122E0159976         8              0      -0.750000
         Eatingjiang         1              1      -2.000000
             YudeDai         0              3      -2.000000
          Weidave129         3              1      -2.500000
              summer         2              0      -2.000000
            D0355856         2              4      -3.000000
             m961131         3              0      -2.666667
           Esmeralda         1              0      -4.000000
        106D0409462s        11              4      -1.200000
              VitoWu         1              0      -4.000000
             vampire         3              0      -2.666667
          cchs311056         7              8      -1.600000
          roach20997         1              3      -3.000000
        0304e0160850         7              0      -0.571429
              cdcd87         3              0      -4.000000
             IvyWang         1              0      -4.000000
                WUUU        59             20      -1.139241
          MatildaLee         1              1      -4.000000
         235D0288921        17              2      -2.105263
               karta         9              2      -2.181818
            MaryRose         1              7      -2.500000
             soloren         3              1       1.000000
         ClaireChang         4              3       0.285714
      hello1116hello         3              1      -2.000000
             pcf2200         2              0      -5.000000
              IHsuan        25              8      -3.333333
         KAOTZUCHING         4              1       0.400000
         102D0362489         5              0      -3.600000
             chf2822         1              1      -4.000000
               mitch         5             16      -3.428571
            edwardlo        13              1      -1.571429
          wenlee1990         2              0      -2.000000
              LanceC         3              1      -4.000000
         118D0360383        16              0      -3.000000
           sam900023         2              4      -0.333333
          12326casey        20             10      -0.066667
              Cassie         6              5      -0.909091
           s34282004         1              0      -4.000000
          monica9783         2             12      -2.714286
        Atunas-Janet         5              1      -1.666667
      ariel0904ariel         2              4      -5.000000
         mortlk10510         3              0       0.666667
             kengksu         1              0      -4.000000
         127D0350138         5              1      -2.666667
          akitsubasa         5              9      -0.571429
                Fred        12              7       0.105263
          Yichun0718         0              1      -4.000000
              mation         1              0       2.000000
             amosyeh         1             22      -2.000000
           qwe111845        12              5      -1.764706
              Zoe528         6             21      -1.925926
         132D0310492         1              0       0.000000
              nhee13         3             28      -0.129032
            AnnieLee         1              0      -4.000000
                bibi         1              0       0.000000
        ricesoup1210         5              1      -2.666667
         MinervaPeng         1              0      -4.000000
         119D0382926         1              0      -4.000000
         102D0436087        30              2      -0.687500
            NancySun        27             32      -1.322034
           104522044        14              6      -2.100000
           LynnHsieh         0              1       2.000000
         willy180439         7              2      -2.444444
           brucechou         1              0      -4.000000
            a7352063         5             95      -3.240000
            arvin014         8             35      -0.325581
                milu         2              6      -2.500000
            wang1592         2              8      -1.800000
          cchs111246         1              0       2.000000
             aliu326         2             19      -3.047619
               LaiYA         3              2       0.800000
         123D0383592        11              0      -2.727273
             leo_cai         8             13      -2.857143
            a5347393         6              7      -0.615385
         irene126646         2              1      -4.000000
           Sunflower         1              2      -0.666667
       cherishhhyu26         1              0       2.000000
             leegina         1              1      -4.000000
              leebao         2              0       1.000000
               Bruce         5              3      -4.500000
              Remote         0              1      -4.000000
             skarner         3              0      -2.666667
           104602507         2              6      -0.250000
            KevinLin         2              0      -4.000000
            n850512n         3              6      -4.222222
       changbali1988         1              0       2.000000
              ttxcbn        21             43      -2.375000
           scc880314         4              0       0.500000
         107D0308615        11              1      -1.166667
                 Neo         1              1      -1.000000
           albert306         1              0      -4.000000
            JamesLee         0              3      -0.666667
         sunny613031         0              1       2.000000
            ZinanLiu         3              0      -3.333333
             gtq1996         1              0      -4.000000
             celeste         5              0      -4.000000
         belinda1971         2              4      -4.000000
           summer192         0             12      -4.000000
               Zhong         0              1       0.000000
          Justinenen         4              1       0.800000
            hylin513         7            105      -4.000000
          Jennifer23        16              2      -3.111111
         106D0380953        17              1      -1.222222
            hyliao54         1              0       2.000000
             llinlin         1              0      -4.000000
            DeJieLin         3             16      -2.421053
             atropos         2             25      -4.000000
             bingxyz         4              0       0.000000
           clarkman2        14             11      -1.040000
          croftyoung         1              2      -2.000000
          diolee1205         4              0      -1.000000
          chally3636         1              0      -4.000000
           Candy0225         1              0      -4.000000
         111D0486661         0              1      -4.000000
              Bomy97         0              3       0.000000
             may1524         1              1      -4.000000
         tungblossom        20              2      -3.181818
         107D0341094        10              2      -4.166667
           kangluchu         6              2      -0.750000
              josice         6             13      -0.631579
           RichardTu         5              8      -1.692308
           JennyTsai         2              0      -2.000000
               hanyu         2              0      -3.000000
              wmcc43         8              1      -3.555556
         cchs311068x         3              0      -2.666667
            Mushroom         1              4      -2.800000
           kolykinki         1              0       0.000000
           ahootiger         4              7      -1.636364
         lovestar772         7              8      -2.800000
           StevenSun         1              0       0.000000
           sara30126         1              0       0.000000
              bm4afe        13              9      -2.454545
            ScorTaur        21              0      -4.285714
                Jine         0              1      -4.000000
            lynnbaby         2              1      -4.000000
              Tomong         1              0      -4.000000
          VictoriaLo         0              1       2.000000
            u9910507         4              1      -2.400000
          danel50702         2              0      -4.000000
           KevinChen         5              6      -0.909091
        lingtsai8888        15            175      -2.905263
               DTYJJ         4             15      -2.631579
         RenZongYang         2              0      -1.000000
               MADAO        10             31      -2.341463
            b0224028        17             38      -3.600000
          science123         0              4      -4.000000
         105D0379862         4              1      -1.200000
          cchs111227         1              2      -3.333333
           Sunny0505         3              1      -4.000000
              q12103         2             11      -2.307692
        stanley30907        27             16      -0.744186
           axsd50110         6              4      -1.600000
           u05190519        11              1      -1.666667
               savvy         0              4      -1.000000
          somecookie        19              6      -2.320000
            sunnykim         1              0       2.000000
            u8832007         2             15      -4.117647
          Orangenote         2              4      -2.000000
          ryan022020       107             25      -1.454545
            tyantyan         2              0      -3.000000
          cchs311074         5             12      -3.176471
          RobinJhang         1              0      -4.000000
         peter862525         6              3      -2.222222
         Pipidan7456         5              1      -1.000000
         AdmiralJack         8             10       0.000000
            lucy8324         2              2      -3.000000
            D0166578         8              9       0.235294
         135D0356179        14              0      -1.714286
         111D0382439         0              1      -4.000000
          sunny05117         5              0       0.000000
            D0308884         2              0      -4.000000
          Chuanerica         4             18      -2.363636
          ttpss92142         2              0      -5.000000
            JeffHong         2              0      -3.000000
