Clear_Concept	Rewatch	Checkback_Reference	Skipping	non_dropout	IPI
-65.9	-59	-82.3	-158.2	0	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-64.6	-44.4	-50.9	-102.2	1	0
-102	-86	-90	-166	1	0
-73.3	-48.9	-1.066667	0.466667	0	0
-57.8	-15.881579	-11.081579	-15.201973	0	0
-40.560398	-18.633996	-1.460398	-5.933996	0	0
-72.1	-29.567949	-28.6	-85.1	1	0
-26.2	-3.03934	-4.946447	-58.03934	0	0
-52.976393	-33.205573	-14.376393	-26.305573	1	0
-80.196977	-39.195466	-34	-97.1	1	0
-71.885249	-43.441431	-27.960954	-77.1	1	0
-29.22265	-35.42265	-45.82265	-99.3	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-37.52265	-20.045299	-48.2	-97.3	0	0
-77.9	-41.985786	-31.3	-85.3	0	0
-128	-102	-98	-168	0	0
-65.9	-59	-82.3	-158.2	1	8
-61.967949	-62.8	-83.9	-164	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-25.539172	-33.755669	-32	-107	0	0
-96.840743	-85.6	-104.8	-194	0	6
-80	-71.8	-93.4	-176	0	8
-80	-71.8	-93.4	-176	0	8
-122.096402	-82.55928	-88.3	-171.8	0	0
-102	-86	-90	-166	0	0
-74.36795	-67.2	-89.6	-170	0	8
-85.619131	-76.4	-97.2	-182	1	8
-74.36795	-67.2	-89.6	-170	0	8
-102	-86	-90	-166	0	0
-60.623506	-66.5	-100.5	-179	0	8
-26.4	-39.1	-77.7	-143	0	0
-65.9	-59	-82.3	-158.2	0	8
-65.9	-59	-82.3	-158.2	0	8
-73.652921	-71.8	-91.5	-176	1	8
-74.36795	-67.2	-89.6	-170	1	8
-65.9	-59	-82.3	-158.2	1	8
-80.5	-35.591752	-10.783503	-17.875255	1	0
-102	-86	-90	-166	0	0
-52.2	-21.967949	-22.6	-71.1	0	0
-102	-86	-90	-166	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	0	0
-75.9	-38.7	-51.2	-109.8	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-135.5	-70.72265	-9.52265	-15.92265	0	-6
-7.364298	-12.828595	-17.828595	-24.764298	0	0
4.75	1.75	-14.25	-56.75	1	0
-12.335089	-16.383772	-32.567544	-48.783772	1	0
-120.2	-100.4	-96.1	-168	1	0
-96.9	-84.4	-88.1	-166.2	0	6
-120.2	-100.4	-96.1	-168	1	0
-281.655188	-193.321599	-168.2	-307.9804	0	0
-120.2	-100.4	-96.1	-168	1	0
-96.9	-84.4	-88.1	-166.2	0	6
-64.9	-62.4	-85.7	-167	0	8
-136.067207	-117.8	-131.4	-236	0	0
-120.2	-100.4	-96.1	-168	1	0
-65.5	-40.3	-54	-117.6	1	0
-102	-86	-90	-166	0	0
-107.538414	-99.4	-114.3	-212	0	0
-93	-61	-58.3	-100.8	0	0
-128	-102	-98	-168	0	0
-98.2	-85.8	-88.5	-166.6	0	6
-68.5	-63.6	-80.9	-158.4	1	8
-60.140002	-40.740002	-41.4	-117.894	0	0
-85.672393	-39.429857	-61.2	-130	0	0
-164.074047	-140.8	-150.4	-266	0	0
-65.5	-48.6	-60.1	-119.8	1	0
-141.669847	-86.175338	-99.2	-190	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
8.866025	-35.5	-75.5	-145	0	6
-169.675001	-145.4	-154.2	-272	0	0
-128	-102	-98	-168	0	0
-96.9	-84.4	-88.1	-166.2	0	6
-122.1	-68.6	-37.6	-90.9	0	-6
-70.9	-63.5	-82.7	-158.7	0	8
-128	-102	-98	-168	0	0
-42.091752	-14	-11.291752	-68.891752	0	0
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-74.36795	-67.2	-89.6	-170	0	8
-10.244071	-43.522036	-77.4	-148.1	1	6
-96.9	-84.4	-88.1	-166.2	1	6
-120.9	-75.1	-64.3	-118.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-147.270463	-127	-139	-248	0	0
-128	-102	-98	-168	0	0
-62.9	-60.8	-80.3	-143	0	2
-122.1	-67.9	-39.1	-89.9	0	-6
-96.9	-84.4	-88.1	-166.2	0	6
-71.9	-46.692893	-56.5	-113.9	1	0
-2.254249	-43.8	-77.4	-148	0	6
-128.2	-76.3	-64.1	-118.2	0	-6
-68.6	-53.8	-28.522036	-93.644071	0	0
-48.397985	-35.397985	-20.997985	-53.899496	0	0
-71.6	-38.792893	-50.6	-111.8	1	0
-30.298489	-15.5	10.9	12.603023	0	0
-158.684302	-113.634593	-113.1	-218.4	0	0
-103.8	-45.42265	-18.5	-56.6	0	-6
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	0	8
-129.9	-75.8	-43.9	-56	0	-6
-120.2	-100.4	-96.1	-168	0	0
-41.885786	-51.4	-72.9	-137.9	1	0
-68.5	-63.6	-80.9	-158.4	0	8
-120.8	-101.1	-96.2	-168.2	1	0
-124.7	-69.4	-28.6	-61.9	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.8	-101.1	-96.2	-168.2	1	0
-102	-86	-90	-166	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-120.2	-100.4	-96.1	-168	1	0
-10.867949	-41.3	-70.2	-136.8	1	0
-120.9	-75.1	-64.3	-118.7	1	-6
-84.7	-83	-86.5	-145	1	6
-68.5	-63.6	-80.9	-158.4	1	8
-120.8	-101.1	-96.2	-168.2	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-65.9	-59	-82.3	-158.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-102.8	-54.8	-54.4	-114.7	1	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-0.779274	-21.4	-29.011325	-73.7	0	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-80	-71.8	-93.4	-176	0	8
-33.885786	-43.1	-74.2	-137.7	0	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-62.4	-79.7	-84.6	-144.2	1	2
-120.2	-100.4	-96.1	-168	1	0
-61.967949	-62.8	-83.9	-164	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-10.063564	-29.181782	-50.2	-65.345346	0	0
-132.7	-72.5	-27.1	-40.192893	0	-6
-143.9	-78.2	-9.658759	-46.791752	0	-6
-21.123506	-35.270584	-5.382337	-16.623506	1	0
-78.4	-60.531757	-32.711583	-52.635618	1	0
-10.072393	-9.587322	-0.4	-40	0	0
-102.2	-53.8	-2.833333	-3.533333	0	-6
-120.2	-100.4	-96.1	-168	1	0
-60.76795	-21.1453	-6.52265	-9.6453	0	0
-16.2	-16.8	-7.2	-15	1	0
-143.9	-80.5	-33.111652	-93.2	0	-6
-11.598078	-46	-42.139872	-120.1	1	0
8.133893	-10.288142	-45.5	-102.1	1	0
-110.3	-60.983772	-4.667544	6.064911	1	-6
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-74.7	-64.8	-82.5	-158.3	0	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-65.485786	-60.5	-83.9	-161	0	8
-84.7	-83	-86.5	-145	1	6
-128	-102	-98	-168	0	0
-79.529612	-76.4	-95.3	-182	1	8
-74.7	-64.8	-82.5	-158.3	0	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-30.541169	-22.670584	-1.941169	-9.082337	1	0
-97.4	-46.6	-5.9	-17.852786	0	0
-120.2	-100.4	-96.1	-168	1	0
-247.26354	-197.039713	-162.809569	-253.527081	0	0
-89.8	-60.8	-22.5	-49.2	0	0
-120.2	-100.4	-96.1	-168	1	0
-103.9	-50	-18.02265	-80.8	0	-6
-402.035318	-338.571072	-272.994365	-431.417659	0	0
-132.7	-69.2	-11.892893	-39.192893	0	-6
-259.226122	-213.264149	-176.064149	-278.021768	0	0
-120.2	-100.4	-96.1	-168	1	0
-13.423506	-23.882337	-12.170584	-14.852921	1	0
-114.5	-75.7	-20.035009	-12.735009	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-67	-38	-26.192893	-78.7	0	0
-60.8	-50.765478	-21.430063	-32.064586	1	0
-124.9	-66.592893	-24.6	-55.7	1	-6
-131.8	-81.8	-18.472393	-19.957464	1	-8
-71.367544	-53.283772	-63.9	-125.8	1	0
-128.2	-76.3	-64.1	-118.2	0	-6
-128.8	-68.8	-38.4	-88.9	0	-6
-102	-86	-90	-166	0	0
-102	-86	-90	-166	1	0
-25.585786	-56.1	-76.4	-141.6	1	0
-65.9	-59	-82.3	-158.2	1	8
-120.2	-100.4	-96.1	-168	1	0
-73.652921	-71.8	-91.5	-176	1	8
-68.705573	-62.6	-85.8	-164	0	8
-65.9	-59	-82.3	-158.2	1	8
-24.948914	-37.1	-57.1	-120.5	1	0
-67.958359	-67.3	-87.6	-170	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-83.414794	-79.882959	-50	-64.829589	1	0
-120.2	-100.4	-96.1	-168	1	0
-80.196977	-39.195466	-36	-96.9	0	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-91.231779	-81	-101	-188	1	6
7.4	-20.6	-49.3	-106.3	1	0
-82.705573	-50.052786	-61.7	-129.8	1	0
-94.160398	-37.807595	-29	-97.1	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-114.399868	-78.254389	-48.945346	-95.927261	1	-6
-68.705573	-62.6	-85.8	-164	0	8
-120.2	-100.4	-96.1	-168	1	0
-74.7	-64.8	-82.5	-158.3	0	8
-102	-86	-90	-166	1	0
-128.2	-76.3	-64.1	-118.2	1	-6
-62.5	-59.9	-58.4	-104.5	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-120.2	-100.4	-96.1	-168	1	0
-10.867949	-41.3	-70.2	-136.8	1	0
-73.652921	-71.8	-91.5	-176	1	8
-50.32265	-59.32265	-58.2	-107.1	1	0
-66.892893	-65.1	-82.4	-161.3	1	8
-88	-65.7	-62.2	-108.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-128	-102	-98	-168	0	0
-128	-102	-98	-168	0	0
-128.2	-76.3	-64.1	-118.2	0	-6
-46.3	-51.8	-73.3	-135.7	0	0
-65.9	-59	-82.3	-158.2	0	8
-67.3	-60.3	-40	-45.9	1	0
-102	-86	-90	-166	0	0
-120.2	-100.4	-96.1	-168	1	0
-129.9	-69.5	-25.9	-79.5	0	-6
-76.4	-34.322036	-4.566107	-50.4	0	0
-62.9	-60.8	-80.3	-143	0	2
-71.4	-40.3	-54.1	-117.8	0	0
-67.157464	-46.514929	-27.078732	-41.666054	0	0
-4.963932	-37.3	-73.8	-142	1	0
-4.116718	-49.3	-86.9	-163	1	8
11.4	-31	-71.7	-139	0	0
-30.5	-45.5	-76.2	-144.2	1	0
7.33809	-31.3	-65	-125.5	1	0
-52.7	-77.6	-82.6	-140.9	0	2
-34.185786	-45.5	-72.8	-138.5	1	0
-120.2	-100.4	-96.1	-168	1	0
-44.945299	-53.5	-74.5	-140.5	1	0
9.845751	-37.8	-77.4	-148	0	6
-26.766679	-67.7	-102.1	-187	0	8
2.874874	-42.2	-77.4	-151	1	6
-65.9	-59	-82.3	-158.2	0	8
-9.811146	-50	-72.4	-142.2	1	0
-129.078286	-102.192762	-84.5	-132.961595	0	-6
-5.745046	-59.4	-100.2	-184	0	8
-65.9	-59	-82.3	-158.2	0	8
-120.2	-100.4	-96.1	-168	1	0
-13.252786	-47.9	-56	-98.2	1	0
-70.3	-54	-32.592893	-81.5	0	0
4.32379	-47	-83.1	-160	1	8
-59.8	-75.7	-84.8	-141.5	0	2
-50.3	-61.7	-60.1	-110.1	1	0
-84.7	-83	-86.5	-145	1	6
-66.7	-78.7	-84.3	-140.5	0	2
-28.320434	-74.6	-105.9	-196	1	8
-50.32265	-59.32265	-58.2	-107.1	1	0
12.24949	-35.5	-73.6	-145	1	6
-19.5	-20.9	-26.3	-78.7	0	0
-120.2	-100.4	-96.1	-168	1	0
-5.486406	-46.1	-79.3	-151	0	8
-67.779379	-49.095876	-14.691752	-27.495876	0	0
-96.4	-49.7	-21.792893	-65.192893	0	0
0.536068	-43.7	-71.8	-142.2	1	0
-90.776658	-125.2	-147.7	-262	1	6
-71.833333	-33.933333	-11.666667	-59	1	0
-53.945637	-69.216376	-91.6	-164.2	1	8
-116.1	-67.434479	-33.086197	-38.337915	1	-6
-63.4	-62.4	-85.7	-167	1	8
-128.8	-68.8	-38.4	-88.9	0	-6
-128	-102	-98	-168	0	0
-89.7	-56.741801	-6.883602	-23.941801	0	0
-152.9	-92.4	-44.703941	-111.2	1	-8
-82.336772	-69.278924	-40.547354	-61.663139	0	0
-146.7	-80.5	-12.266667	-25.733333	1	-6
-102.8	-54.8	-54.4	-114.7	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-122.1	-67.9	-39.1	-89.9	1	-6
-79.7	-53.171429	-23.657143	-34.142857	0	0
-109.2	-50.152786	-4	-48.4	0	-6
-141.7	-80.9	-9.732233	-8.492893	1	-8
-103.9	-49.286799	-19.447197	-19.507595	0	-6
-190.323286	-168.668689	-173.1	-305	1	0
-65.9	-59	-82.3	-158.2	0	8
-30.677767	-28.677767	-15.6	-22.707379	0	0
-114.2	-74.1	-51.611018	-43.044071	0	-6
-128.2	-76.3	-64.1	-118.2	0	-6
-146.9	-96	-35.411325	-33.034936	0	-8
-94.7	-63.5	-8.898489	9.609068	1	0
-86.5	-58.8	-13.5	-7.432233	0	0
-117.9	-65.5	-13.72265	-44.9	0	-6
-74.305573	-41.6	-39.652786	-85.852786	0	0
-146.7	-80.5	-12.844071	-10.410178	0	-6
-66.5	-31.291486	-17.191486	-9.365942	0	0
-67	-44.2	-38.5	-74.2	1	0
-118.76605	-108.6	-121.9	-224	1	0
-91.231779	-81	-101	-188	1	6
-91.231779	-81	-101	-188	1	6
-112.8	-50.3	-11.5	-16.4	1	-6
-65.9	-59	-82.3	-158.2	1	8
-65.9	-59	-82.3	-158.2	0	8
-128	-102	-98	-168	0	0
-103.1	-61.141801	-12.225403	-2.192608	1	-6
-120.2	-100.4	-96.1	-168	1	0
-81.32918	-50.6	-10.376393	-18.105573	0	0
-89.046	-70.319	-58.337999	-85.602999	0	0
-10.632739	-14.4	7.2	11.534522	1	0
-74.191752	-34	-0.375255	-41.1	0	0
-71.292893	-63.5	-67.4	-118.4	0	0
-41.885786	-51.4	-72.9	-137.9	1	0
-102	-86	-90	-166	1	0
-25.667949	-58.4	-78.3	-144.6	1	6
-102	-86	-90	-166	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-68.705573	-62.6	-85.8	-164	1	8
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	1	0
-65.9	-59	-82.3	-158.2	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-68.2	-67.2	-87.7	-170	1	8
-38.4	-51.3	-76	-143.7	1	0
-84.7	-83	-86.5	-145	1	6
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-89.1	-56.9	-45.946447	-48.185786	1	0
-102	-86	-90	-166	0	0
-37.52265	-26.62265	-48	-100.7	0	0
-47.392893	-77.6	-82.5	-143.6	0	2
-73.652921	-71.8	-91.5	-176	1	8
-34.8	-70.2	-86.3	-149.6	1	8
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	1	0
-68.705573	-62.6	-85.8	-164	0	8
-101.367629	-81.670584	-66.355876	-103.738213	0	-8
-129.9	-70.4	-29.5	-62.1	0	-6
-112.4	-68.2	-30.2	-46.2	1	-6
-77.9	-65.4	-64.192893	-83.892893	0	0
-130.5	-73.7	-21.1	-59.4	1	-6
-65.9	-59	-82.3	-158.2	0	8
-102	-86	-90	-166	0	0
-102.9	-62.270901	-33.638105	-45.709006	0	-6
-68.2	-67.2	-87.7	-170	1	8
-71.981456	-75.7	-108.1	-191	1	8
-53.952921	-58.3	-83.8	-153.3	1	8
-61.967949	-62.8	-83.9	-164	1	8
-48.258359	-56.3	-85.5	-155.7	1	8
-68.705573	-62.6	-85.8	-164	1	8
-96.295466	-90.2	-106.7	-200	1	6
-73.652921	-71.8	-91.5	-176	1	8
-122.023849	-69.98954	-85.9	-169	0	2
-32.538262	-47.687652	-35.531479	-101.531479	0	0
-80	-71.8	-93.4	-176	0	8
-41.885786	-51.4	-72.9	-137.9	1	0
-99.751114	-45.513336	-30.213336	-105.1	0	-6
-46.514437	-55.1	-91	-164	0	8
-79.529612	-76.4	-95.3	-182	1	8
-120.2	-100.4	-96.1	-168	1	0
-65.9	-59	-82.3	-158.2	0	8
-68.2	-67.2	-87.7	-170	1	8
-6.633333	-27.633333	-49.6	-108.2	1	0
-80	-71.8	-93.4	-176	0	8
-61.967949	-62.8	-83.9	-164	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-68.705573	-62.6	-85.8	-164	0	8
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	1	0
-102	-86	-90	-166	0	0
-29.652786	-29.9	-24.2	-70.9	0	0
-80.7	-52	1.116497	-24.483503	0	0
-120.2	-100.4	-96.1	-168	1	0
-28.664298	-38.1	-20.092893	-80.057191	0	0
-130.4	-71.6	-9.5	-19	0	-6
-37.10755	-32.72265	-17.02265	-37.2302	0	0
-83.5	-58.3	-22.933333	-70.866667	0	0
-95.9	-59.4	-23.992893	-73.792893	0	0
-35.011325	-35.5	-0.32265	-36.133975	0	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-68.5	-63.6	-80.9	-158.4	1	8
-71.292893	-47.7	-54.492893	-115.3	0	0
-68.705573	-62.6	-85.8	-164	0	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-79.529612	-76.4	-95.3	-182	1	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-88.351472	-78.7	-99.1	-185	0	8
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-65.9	-59	-82.3	-158.2	1	8
-61.967949	-62.8	-83.9	-164	1	8
-9	-18.9	-12.966667	-42	0	0
-110	-50.2	-19.92265	-40.72265	0	-6
-117.764298	-68.146447	-39.557191	-61.232233	0	-6
-62.9	-22.533975	3.388675	7.020726	0	0
-233.656034	-187.763141	-142.585951	-220.703471	1	0
-129.6	-64.1	-10.9	-9.7	0	-6
-168.486952	-135.30964	-106.50964	-175.612853	0	0
-60.4	-38.596977	-2.396977	6.603023	0	0
-112.6	-61.9	-66.4	-122.1	0	-6
-112.228116	-92.521353	-58.742705	-90.464058	0	-8
-134.942337	-110.684675	-85.213506	-130.51844	0	-6
-71.949244	-46.5	-30.992443	-43.492443	0	0
-92.240497	-54.520249	-35.653996	-65.720249	0	0
-151.6	-89.2	-26.228595	-25.314382	0	-8
-62.02265	-55.8	-71.3	-121.4	0	0
-68.5	-63.6	-80.9	-158.4	1	8
-84.7	-83	-86.5	-145	1	6
-101.1	-48	-29	-88.7	0	-6
-94.087351	-105.387491	-119.6	-215.1	1	6
-72.6	-36.3	-9.1	-42.9	0	0
-18.014758	-60.8	-96.4	-178	0	8
-42.267949	-49.3	-76.2	-141.3	0	0
-12.774644	-31.814929	-23.872393	-100	0	0
-102	-86	-90	-166	0	0
-138.3	-73.6	-5.6	-13.7	0	-6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-22.4	-39.1	-75.8	-143	1	0
-120.2	-100.4	-96.1	-168	1	0
-57.855775	-52.892789	-51	-87.992789	0	0
3.818801	-42.4	-81.2	-154	0	8
-129.9	-75.8	-43.9	-56	0	-6
-84.7	-83	-86.5	-145	1	6
-41.885786	-51.4	-72.9	-137.9	1	0
-120.8	-101.1	-96.2	-168.2	1	0
-120.2	-100.4	-96.1	-168	1	0
-67.691752	-25.191752	-27.191752	-88.791752	0	0
-62.5	-59.9	-58.4	-104.5	1	0
-120.2	-100.4	-96.1	-168	1	0
-102	-86	-90	-166	0	0
-4.414929	-12.029857	3.6	8.485071	0	0
-0.22265	-2.433975	-10.9	-72.711325	0	0
-65.9	-59	-82.3	-158.2	1	8
-120.2	-100.4	-96.1	-168	0	0
2.9	-37.3	-70.1	-139.1	1	0
-128	-102	-98	-168	1	0
-6.907595	-18.833996	-40.8	-95.3	1	0
-95.530509	-72.498216	-68.833185	-127	0	0
-139.113401	-132.143107	-147.9	-263	1	0
-74.9	-39.8	-33.5	-54.2	0	0
-10.367007	-18.883503	-47.7	-101.6	1	0
-10.858549	-44.4	-81.3	-154	1	8
-24.2	-49.6	-72.4	-139.2	1	0
-3.075255	-32.1	-53.7	-107.5	0	0
-102	-86	-90	-166	0	0
-69.666107	-37.066107	-57.4	-124	1	0
-82.887634	-84.060954	-107.9	-201	1	6
-5.858549	-12.76795	-16.06795	-68	0	0
-26.428609	-29.057219	-16.657219	-17.257219	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-56.93251	-61.4	-91.4	-165.2	0	8
-27.55051	-43.6	-79.6	-149	1	8
-65.9	-59	-82.3	-158.2	1	8
-102	-86	-90	-166	0	0
-124.435294	-113.2	-125.7	-230	1	0
-61.967949	-62.8	-83.9	-164	1	8
-98.7	-61.5	-17.82265	-47.445299	0	0
-46.3	-51.8	-73.3	-135.7	1	0
-74.7	-64.8	-82.5	-158.3	0	8
-65.9	-59	-82.3	-158.2	0	8
-138.3	-75.9	-29.267544	-87.2	0	-6
-68.5	-63.6	-80.9	-158.4	1	8
-61.967949	-62.8	-83.9	-164	1	8
-30.945299	-43.3	-73.9	-140.3	0	0
-73.652921	-71.8	-91.5	-176	1	8
-74.36795	-67.2	-89.6	-170	0	8
-68.5	-63.6	-80.9	-158.4	1	8
-33.967949	-43.2	-76.2	-141.2	0	0
-65.9	-59	-82.3	-158.2	1	8
-117.02265	-57.445299	-21.22265	-32.267949	1	-6
-94.8	-37.011325	-7.745299	0.732051	0	0
-166.3	-96.6	-40.982149	-36.257191	0	-8
-46.8	-25.355089	-6.955089	-2.244071	0	0
-103.375557	-70.937779	-23.975557	-23.377786	0	-6
-101.387628	-43.683503	-11.683503	-14.591752	0	-6
-88.325658	-43.983772	-13.267544	-13.893203	0	0
-95.486799	-46.773599	-11.660398	-19.294394	0	0
-52.329275	-44.283975	-33.1	-47.8906	0	0
-57.514286	-66.657143	-100.4	-182	0	8
-100.915535	-46.119419	-9.515535	-22.707768	0	-6
-23.785815	-18.447753	-22.892907	-45.492907	1	0
-68.5	-63.6	-80.9	-158.4	1	8
-85.7	-51.941169	-10.141169	1.147079	0	0
-68.705573	-62.6	-85.8	-164	0	8
-48.305459	-69	-98.6	-178.6	1	8
-102	-86	-90	-166	0	0
-102	-86	-90	-166	1	0
-39.494394	-52.8	-87.2	-161	1	8
-125.6	-72.2	-16.1	-10.883503	1	-6
-61.967949	-62.8	-83.9	-164	1	8
-155.862813	-134.93821	-106.335601	-164.671202	1	0
-52.559552	-39.959832	-31.979916	-47.579916	1	0
-45.492893	-73.7	-84.6	-143.7	1	2
-144.5	-82.866667	-13.066667	-4.2	1	-8
-11.756624	-19.545299	-53.3	-109.3	1	0
-91.483602	-32.483602	-17.967204	-43.741801	0	0
-54.62265	-17.833975	-16.52265	-72.811325	0	0
-83.279776	-84.9	-115.7	-203	0	6
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-42.331885	-55.1	-89	-164	1	8
-15.255456	-39.8	-28.1	-77	1	0
-32	-26.555089	-12.933053	-13.29916	0	0
14.896151	-43.6	-86.8	-166	1	8
-96.884885	-105.345282	-117	-205.1	0	6
-65.9	-59	-82.3	-158.2	0	8
-102	-86	-90	-166	0	0
-125.5	-88.8	-27.666987	-21.612287	1	-8
-83.6	-27.03934	-6.592893	-42.13934	0	0
-120.2	-100.4	-96.1	-168	1	0
-120.2	-100.4	-96.1	-168	1	0
-20.007768	-22.115535	-7.7	-8.803884	1	0
-2.440325	-49.3	-85	-163	1	8
-73.652921	-71.8	-91.5	-176	1	8
-107.986431	-98.815253	-82.252542	-140.952542	1	-6
-128.8	-68.8	-38.4	-88.9	0	-6
-73.652921	-71.8	-91.5	-176	0	8
-129.9	-69.5	-25.9	-79.5	0	-6
